"Scenario","Area","Year","Population"
"SSP1","Lao People's Democratic Republic",2025,7714.1
"SSP1","Lao People's Democratic Republic",2030,8062.4
"SSP1","Lao People's Democratic Republic",2035,8325.8
"SSP1","Lao People's Democratic Republic",2040,8509.3
"SSP1","Lao People's Democratic Republic",2045,8626.3
"SSP1","Lao People's Democratic Republic",2050,8664.8
"SSP1","Lao People's Democratic Republic",2055,8635.9
"SSP1","Lao People's Democratic Republic",2060,8548.4
"SSP1","Lao People's Democratic Republic",2065,8415.2
"SSP1","Lao People's Democratic Republic",2070,8242.1
"SSP1","Lao People's Democratic Republic",2075,8029.5
"SSP1","Lao People's Democratic Republic",2080,7781.3
"SSP1","Lao People's Democratic Republic",2085,7505.2
"SSP1","Lao People's Democratic Republic",2090,7212.6
"SSP1","Lao People's Democratic Republic",2095,6910.5
"SSP1","Lao People's Democratic Republic",2100,6603.4
"SSP1","Latvia",2020,1907.2
"SSP1","Latvia",2025,1839.3
"SSP1","Latvia",2030,1742.4
"SSP1","Latvia",2035,1656
"SSP1","Latvia",2040,1582.6
"SSP1","Latvia",2045,1521.5
"SSP1","Latvia",2050,1468.1
"SSP1","Latvia",2055,1416.7
"SSP1","Latvia",2060,1366.2
"SSP1","Latvia",2065,1318.2
"SSP1","Latvia",2070,1273.7
"SSP1","Latvia",2075,1232.7
"SSP1","Latvia",2080,1194.6
"SSP1","Latvia",2085,1157.9
"SSP1","Latvia",2090,1122.2
"SSP1","Latvia",2095,1087.4
"SSP1","Latvia",2100,1053.3
"SSP1","Lebanon",2020,5694.5
"SSP1","Lebanon",2025,5918.1
"SSP1","Lebanon",2030,6173.8
"SSP1","Lebanon",2035,6390.7
"SSP1","Lebanon",2040,6563.7
"SSP1","Lebanon",2045,6704.7
"SSP1","Lebanon",2050,6799.3
"SSP1","Lebanon",2055,6843.3
"SSP1","Lebanon",2060,6846.8
"SSP1","Lebanon",2065,6818.9
"SSP1","Lebanon",2070,6767.2
"SSP1","Lebanon",2075,6692.1
"SSP1","Lebanon",2080,6594.6
"SSP1","Lebanon",2085,6470.3
"SSP1","Lebanon",2090,6317.2
"SSP1","Lebanon",2095,6131.9
"SSP1","Lebanon",2100,5911.8
"SSP1","Lesotho",2020,2239.6
"SSP1","Lesotho",2025,2347
"SSP1","Lesotho",2030,2441.2
"SSP1","Lesotho",2035,2516.4
"SSP1","Lesotho",2040,2570.4
"SSP1","Lesotho",2045,2609.4
"SSP1","Lesotho",2050,2639.4
"SSP1","Lesotho",2055,2646.2
"SSP1","Lesotho",2060,2628.9
"SSP1","Lesotho",2065,2593.9
"SSP1","Lesotho",2070,2546.3
"SSP1","Lesotho",2075,2489.2
"SSP1","Lesotho",2080,2424.5
"SSP1","Lesotho",2085,2353.6
"SSP1","Lesotho",2090,2278
"SSP1","Lesotho",2095,2198.6
"SSP1","Lesotho",2100,2116.1
"SSP1","Liberia",2020,5034.2
"SSP1","Liberia",2025,5617.1
"SSP1","Liberia",2030,6192.1
"SSP1","Liberia",2035,6738.2
"SSP1","Liberia",2040,7238.7
"SSP1","Liberia",2045,7705.4
"SSP1","Liberia",2050,8135.3
"SSP1","Liberia",2055,8501.4
"SSP1","Liberia",2060,8793.5
"SSP1","Liberia",2065,9027.1
"SSP1","Liberia",2070,9193.6
"SSP1","Liberia",2075,9298.1
"SSP1","Liberia",2080,9342.9
"SSP1","Liberia",2085,9336.4
"SSP1","Liberia",2090,9277.9
"SSP1","Liberia",2095,9167.2
"SSP1","Liberia",2100,9005.1
"SSP1","Libyan Arab Jamahiriya",2020,6612
"SSP1","Libyan Arab Jamahiriya",2025,7011.6
"SSP1","Libyan Arab Jamahiriya",2030,7369.1
"SSP1","Libyan Arab Jamahiriya",2035,7684.7
"SSP1","Libyan Arab Jamahiriya",2040,7964
"SSP1","Libyan Arab Jamahiriya",2045,8206.8
"SSP1","Libyan Arab Jamahiriya",2050,8388.1
"SSP1","Libyan Arab Jamahiriya",2055,8498.2
"SSP1","Libyan Arab Jamahiriya",2060,8546.3
"SSP1","Libyan Arab Jamahiriya",2065,8549.1
"SSP1","Libyan Arab Jamahiriya",2070,8517.6
"SSP1","Libyan Arab Jamahiriya",2075,8464.4
"SSP1","Libyan Arab Jamahiriya",2080,8391.9
"SSP1","Libyan Arab Jamahiriya",2085,8300.4
"SSP1","Libyan Arab Jamahiriya",2090,8187.7
"SSP1","Libyan Arab Jamahiriya",2095,8046.1
"SSP1","Libyan Arab Jamahiriya",2100,7840.8
"SSP1","Lithuania",2020,2835.9
"SSP1","Lithuania",2025,2728.9
"SSP1","Lithuania",2030,2592.9
"SSP1","Lithuania",2035,2467.4
"SSP1","Lithuania",2040,2351.8
"SSP1","Lithuania",2045,2249.6
"SSP1","Lithuania",2050,2156.1
"SSP1","Lithuania",2055,2063.5
"SSP1","Lithuania",2060,1970.9
"SSP1","Lithuania",2065,1885.3
"SSP1","Lithuania",2070,1808.5
"SSP1","Lithuania",2075,1740.8
"SSP1","Lithuania",2080,1681.1
"SSP1","Lithuania",2085,1626.5
"SSP1","Lithuania",2090,1574.6
"SSP1","Lithuania",2095,1525.1
"SSP1","Lithuania",2100,1479.3
"SSP1","Luxembourg",2020,626.1
"SSP1","Luxembourg",2025,655.6
"SSP1","Luxembourg",2030,677.6
"SSP1","Luxembourg",2035,698.5
"SSP1","Luxembourg",2040,718.7
"SSP1","Luxembourg",2045,739.4
"SSP1","Luxembourg",2050,760.8
"SSP1","Luxembourg",2055,779.3
"SSP1","Luxembourg",2060,793.6
"SSP1","Luxembourg",2065,802.4
"SSP1","Luxembourg",2070,806.6
"SSP1","Luxembourg",2075,807.2
"SSP1","Luxembourg",2080,804.4
"SSP1","Luxembourg",2085,797.8
"SSP1","Luxembourg",2090,786.4
"SSP1","Luxembourg",2095,770.1
"SSP1","Luxembourg",2100,749.9
"SSP1","Macao Special Administrative Region of China",2020,670
"SSP1","Macao Special Administrative Region of China",2025,699
"SSP1","Macao Special Administrative Region of China",2030,724.2
"SSP1","Macao Special Administrative Region of China",2035,745.7
"SSP1","Macao Special Administrative Region of China",2040,765
"SSP1","Macao Special Administrative Region of China",2045,783.3
"SSP1","Macao Special Administrative Region of China",2050,800.5
"SSP1","Macao Special Administrative Region of China",2055,812.6
"SSP1","Macao Special Administrative Region of China",2060,818.8
"SSP1","Macao Special Administrative Region of China",2065,818.1
"SSP1","Macao Special Administrative Region of China",2070,812.4
"SSP1","Macao Special Administrative Region of China",2075,802.4
"SSP1","Macao Special Administrative Region of China",2080,787.3
"SSP1","Macao Special Administrative Region of China",2085,765.6
"SSP1","Macao Special Administrative Region of China",2090,736.4
"SSP1","Macao Special Administrative Region of China",2095,701.1
"SSP1","Macao Special Administrative Region of China",2100,663.1
"SSP1","Madagascar",2020,27879.1
"SSP1","Madagascar",2025,30972.3
"SSP1","Madagascar",2030,33814.7
"SSP1","Madagascar",2035,36417.7
"SSP1","Madagascar",2040,38749.2
"SSP1","Madagascar",2045,40927.7
"SSP1","Madagascar",2050,42856.1
"SSP1","Madagascar",2055,44447.4
"SSP1","Madagascar",2060,45708.3
"SSP1","Madagascar",2065,46661.8
"SSP1","Madagascar",2070,47319.4
"SSP1","Madagascar",2075,47678.5
"SSP1","Madagascar",2080,47759.4
"SSP1","Madagascar",2085,47585.6
"SSP1","Madagascar",2090,47167.1
"SSP1","Madagascar",2095,46524.1
"SSP1","Madagascar",2100,45659.8
"SSP1","Malawi",2020,19120.9
"SSP1","Malawi",2025,21560.5
"SSP1","Malawi",2030,24033.5
"SSP1","Malawi",2035,26477.6
"SSP1","Malawi",2040,28765.3
"SSP1","Malawi",2045,30945.4
"SSP1","Malawi",2050,32986.8
"SSP1","Malawi",2055,34776.2
"SSP1","Malawi",2060,36285.5
"SSP1","Malawi",2065,37517.7
"SSP1","Malawi",2070,38474.6
"SSP1","Malawi",2075,39131.6
"SSP1","Malawi",2080,39502.6
"SSP1","Malawi",2085,39588.5
"SSP1","Malawi",2090,39433.2
"SSP1","Malawi",2095,39053.5
"SSP1","Malawi",2100,38459.3
"SSP1","Malaysia",2020,33003.6
"SSP1","Malaysia",2025,34634.8
"SSP1","Malaysia",2030,36057.7
"SSP1","Malaysia",2035,37253
"SSP1","Malaysia",2040,38207.4
"SSP1","Malaysia",2045,39010.7
"SSP1","Malaysia",2050,39649.4
"SSP1","Malaysia",2055,40099.6
"SSP1","Malaysia",2060,40327.8
"SSP1","Malaysia",2065,40308.1
"SSP1","Malaysia",2070,40054.4
"SSP1","Malaysia",2075,39576.9
"SSP1","Malaysia",2080,38881.7
"SSP1","Malaysia",2085,37976.4
"SSP1","Malaysia",2090,36883.3
"SSP1","Malaysia",2095,35639.2
"SSP1","Malaysia",2100,34269.4
"SSP1","Maldives",2020,510.9
"SSP1","Maldives",2025,546.3
"SSP1","Maldives",2030,575.6
"SSP1","Maldives",2035,600.4
"SSP1","Maldives",2040,623.1
"SSP1","Maldives",2045,645.1
"SSP1","Maldives",2050,664.9
"SSP1","Maldives",2055,680.5
"SSP1","Maldives",2060,691.1
"SSP1","Maldives",2065,695.8
"SSP1","Maldives",2070,695.3
"SSP1","Maldives",2075,689.3
"SSP1","Maldives",2080,676.6
"SSP1","Maldives",2085,655.6
"SSP1","Maldives",2090,625.7
"SSP1","Maldives",2095,589.1
"SSP1","Maldives",2100,551
"SSP1","Mali",2020,20886.8
"SSP1","Mali",2025,24022.6
"SSP1","Mali",2030,27152.9
"SSP1","Mali",2035,30242
"SSP1","Mali",2040,33166.3
"SSP1","Mali",2045,35982.7
"SSP1","Mali",2050,38560.8
"SSP1","Mali",2055,40838.7
"SSP1","Mali",2060,42753.5
"SSP1","Mali",2065,44411.4
"SSP1","Mali",2070,45803.8
"SSP1","Mali",2075,46900.2
"SSP1","Mali",2080,47716.4
"SSP1","Mali",2085,48160.7
"SSP1","Mali",2090,48239.9
"SSP1","Mali",2095,47947.2
"SSP1","Mali",2100,47352.9
"SSP1","Malta",2020,509.6
"SSP1","Malta",2025,517.8
"SSP1","Malta",2030,522.3
"SSP1","Malta",2035,523.3
"SSP1","Malta",2040,522
"SSP1","Malta",2045,520.4
"SSP1","Malta",2050,520.1
"SSP1","Malta",2055,519.4
"SSP1","Malta",2060,517
"SSP1","Malta",2065,511.9
"SSP1","Malta",2070,504
"SSP1","Malta",2075,493.1
"SSP1","Malta",2080,479.3
"SSP1","Malta",2085,462.3
"SSP1","Malta",2090,442.3
"SSP1","Malta",2095,420
"SSP1","Malta",2100,397.2
"SSP1","Martinique",2020,371
"SSP1","Martinique",2025,366.4
"SSP1","Martinique",2030,363.3
"SSP1","Martinique",2035,360.3
"SSP1","Martinique",2040,355.9
"SSP1","Martinique",2045,349.5
"SSP1","Martinique",2050,341.2
"SSP1","Martinique",2055,331.9
"SSP1","Martinique",2060,322.4
"SSP1","Martinique",2065,314.1
"SSP1","Martinique",2070,307.2
"SSP1","Martinique",2075,301.7
"SSP1","Martinique",2080,297.6
"SSP1","Martinique",2085,294.4
"SSP1","Martinique",2090,291.7
"SSP1","Martinique",2095,288.6
"SSP1","Martinique",2100,284.5
"SSP1","Mauritania",2020,4440.9
"SSP1","Mauritania",2025,4948.1
"SSP1","Mauritania",2030,5430.5
"SSP1","Mauritania",2035,5882.2
"SSP1","Mauritania",2040,6292.6
"SSP1","Mauritania",2045,6677.8
"SSP1","Mauritania",2050,7020
"SSP1","Mauritania",2055,7309.6
"SSP1","Mauritania",2060,7539.4
"SSP1","Mauritania",2065,7718.4
"SSP1","Mauritania",2070,7847.3
"SSP1","Mauritania",2075,7921.8
"SSP1","Mauritania",2080,7941.2
"SSP1","Mauritania",2085,7915.5
"SSP1","Mauritania",2090,7848.3
"SSP1","Mauritania",2095,7741.1
"SSP1","Mauritania",2100,7595.9
"SSP1","Mauritius",2020,1297
"SSP1","Mauritius",2025,1296.9
"SSP1","Mauritius",2030,1293.5
"SSP1","Mauritius",2035,1282.8
"SSP1","Mauritius",2040,1263.1
"SSP1","Mauritius",2045,1237.1
"SSP1","Mauritius",2050,1205.8
"SSP1","Mauritius",2055,1170.7
"SSP1","Mauritius",2060,1133.3
"SSP1","Mauritius",2065,1094.9
"SSP1","Mauritius",2070,1055.6
"SSP1","Mauritius",2075,1015.2
"SSP1","Mauritius",2080,973.7
"SSP1","Mauritius",2085,931.6
"SSP1","Mauritius",2090,888.6
"SSP1","Mauritius",2095,844.1
"SSP1","Mauritius",2100,798.1
"SSP1","Mayotte",2020,300.4
"SSP1","Mayotte",2025,353.3
"SSP1","Mayotte",2030,409.4
"SSP1","Mayotte",2035,468.3
"SSP1","Mayotte",2040,530.2
"SSP1","Mayotte",2045,598
"SSP1","Mayotte",2050,669.6
"SSP1","Mayotte",2055,743.4
"SSP1","Mayotte",2060,818.1
"SSP1","Mayotte",2065,895.7
"SSP1","Mayotte",2070,977
"SSP1","Mayotte",2075,1062.3
"SSP1","Mayotte",2080,1151.4
"SSP1","Mayotte",2085,1244
"SSP1","Mayotte",2090,1339.4
"SSP1","Mayotte",2095,1437.8
"SSP1","Mayotte",2100,1539.1
"SSP1","Mexico",2020,125610.5
"SSP1","Mexico",2025,129914.1
"SSP1","Mexico",2030,134159.8
"SSP1","Mexico",2035,137497.7
"SSP1","Mexico",2040,139859.8
"SSP1","Mexico",2045,141481
"SSP1","Mexico",2050,142271.1
"SSP1","Mexico",2055,142286.8
"SSP1","Mexico",2060,141517.7
"SSP1","Mexico",2065,140171.8
"SSP1","Mexico",2070,138357.5
"SSP1","Mexico",2075,136145.9
"SSP1","Mexico",2080,133588.3
"SSP1","Mexico",2085,130693.7
"SSP1","Mexico",2090,127416.8
"SSP1","Mexico",2095,123674.4
"SSP1","Mexico",2100,119209.3
"SSP1","Micronesia (Federated States of)",2020,111.6
"SSP1","Micronesia (Federated States of)",2025,114.1
"SSP1","Micronesia (Federated States of)",2030,115.8
"SSP1","Micronesia (Federated States of)",2035,116.3
"SSP1","Micronesia (Federated States of)",2040,115.3
"SSP1","Micronesia (Federated States of)",2045,113.4
"SSP1","Micronesia (Federated States of)",2050,110.5
"SSP1","Micronesia (Federated States of)",2055,107
"SSP1","Micronesia (Federated States of)",2060,103
"SSP1","Micronesia (Federated States of)",2065,99.2
"SSP1","Micronesia (Federated States of)",2070,95.5
"SSP1","Micronesia (Federated States of)",2075,92
"SSP1","Micronesia (Federated States of)",2080,88.5
"SSP1","Micronesia (Federated States of)",2085,85
"SSP1","Micronesia (Federated States of)",2090,81.6
"SSP1","Micronesia (Federated States of)",2095,78.4
"SSP1","Micronesia (Federated States of)",2100,75.3
"SSP1","Mongolia",2020,3266.5
"SSP1","Mongolia",2025,3489.6
"SSP1","Mongolia",2030,3672.1
"SSP1","Mongolia",2035,3835.7
"SSP1","Mongolia",2040,3983.6
"SSP1","Mongolia",2045,4125.7
"SSP1","Mongolia",2050,4253.6
"SSP1","Mongolia",2055,4350.1
"SSP1","Mongolia",2060,4403.8
"SSP1","Mongolia",2065,4427.8
"SSP1","Mongolia",2070,4427.3
"SSP1","Mongolia",2075,4408.2
"SSP1","Mongolia",2080,4375.8
"SSP1","Mongolia",2085,4333.8
"SSP1","Mongolia",2090,4283.2
"SSP1","Mongolia",2095,4224.9
"SSP1","Mongolia",2100,4154.3
"SSP1","Montenegro",2020,629.9
"SSP1","Montenegro",2025,649
"SSP1","Montenegro",2030,642.2
"SSP1","Montenegro",2035,635.4
"SSP1","Montenegro",2040,629.4
"SSP1","Montenegro",2045,624.1
"SSP1","Montenegro",2050,618.9
"SSP1","Montenegro",2055,612.9
"SSP1","Montenegro",2060,605.4
"SSP1","Montenegro",2065,596.9
"SSP1","Montenegro",2070,587.4
"SSP1","Montenegro",2075,577.2
"SSP1","Montenegro",2080,566.3
"SSP1","Montenegro",2085,554.6
"SSP1","Montenegro",2090,542
"SSP1","Montenegro",2095,528.5
"SSP1","Montenegro",2100,513.7
"SSP1","Morocco",2020,36488.8
"SSP1","Morocco",2025,38242.3
"SSP1","Morocco",2030,39574.7
"SSP1","Morocco",2035,40555.9
"SSP1","Morocco",2040,41181.3
"SSP1","Morocco",2045,41548.6
"SSP1","Morocco",2050,41662.4
"SSP1","Morocco",2055,41546.8
"SSP1","Morocco",2060,41196.1
"SSP1","Morocco",2065,40669.3
"SSP1","Morocco",2070,39963.3
"SSP1","Morocco",2075,39104.7
"SSP1","Morocco",2080,38122.7
"SSP1","Morocco",2085,37062.4
"SSP1","Morocco",2090,35938.8
"SSP1","Morocco",2095,34756.6
"SSP1","Morocco",2100,33506.2
"SSP1","Mozambique",2020,30720.8
"SSP1","Mozambique",2025,34623.2
"SSP1","Mozambique",2030,38306.1
"SSP1","Mozambique",2035,41802.2
"SSP1","Mozambique",2040,45047.8
"SSP1","Mozambique",2045,48136.4
"SSP1","Mozambique",2050,51032.2
"SSP1","Mozambique",2055,53537.9
"SSP1","Mozambique",2060,55595.7
"SSP1","Mozambique",2065,57229.6
"SSP1","Mozambique",2070,58469
"SSP1","Mozambique",2075,59262
"SSP1","Mozambique",2080,59627
"SSP1","Mozambique",2085,59538
"SSP1","Mozambique",2090,59060.2
"SSP1","Mozambique",2095,58228.3
"SSP1","Mozambique",2100,57067.4
"SSP1","Myanmar",2020,53228
"SSP1","Myanmar",2025,54692.8
"SSP1","Myanmar",2030,55545
"SSP1","Myanmar",2035,55774.5
"SSP1","Myanmar",2040,55465.3
"SSP1","Myanmar",2045,54871.1
"SSP1","Myanmar",2050,54019.4
"SSP1","Myanmar",2055,52899.2
"SSP1","Myanmar",2060,51515.2
"SSP1","Myanmar",2065,49945.7
"SSP1","Myanmar",2070,48209.4
"SSP1","Myanmar",2075,46348.6
"SSP1","Myanmar",2080,44416.8
"SSP1","Myanmar",2085,42429.7
"SSP1","Myanmar",2090,40415
"SSP1","Myanmar",2095,38380
"SSP1","Myanmar",2100,36350.3
"SSP1","Namibia",2020,2467.1
"SSP1","Namibia",2025,2668.8
"SSP1","Namibia",2030,2866.5
"SSP1","Namibia",2035,3039.7
"SSP1","Namibia",2040,3193.6
"SSP1","Namibia",2045,3335
"SSP1","Namibia",2050,3465.7
"SSP1","Namibia",2055,3567.4
"SSP1","Namibia",2060,3634.1
"SSP1","Namibia",2065,3674.8
"SSP1","Namibia",2070,3690.8
"SSP1","Namibia",2075,3687.5
"SSP1","Namibia",2080,3666.7
"SSP1","Namibia",2085,3629.2
"SSP1","Namibia",2090,3575.8
"SSP1","Namibia",2095,3507.2
"SSP1","Namibia",2100,3426.2
"SSP1","Nepal",2020,28999.2
"SSP1","Nepal",2025,30449.7
"SSP1","Nepal",2030,31536.2
"SSP1","Nepal",2035,32252.7
"SSP1","Nepal",2040,32663.4
"SSP1","Nepal",2045,32891.2
"SSP1","Nepal",2050,32933.5
"SSP1","Nepal",2055,32792.7
"SSP1","Nepal",2060,32460.8
"SSP1","Nepal",2065,32020.5
"SSP1","Nepal",2070,31480.2
"SSP1","Nepal",2075,30849.4
"SSP1","Nepal",2080,30134.7
"SSP1","Nepal",2085,29332.6
"SSP1","Nepal",2090,28445.7
"SSP1","Nepal",2095,27480.6
"SSP1","Nepal",2100,26460.7
"SSP1","Netherlands",2020,17402.3
"SSP1","Netherlands",2025,17593.3
"SSP1","Netherlands",2030,17740.1
"SSP1","Netherlands",2035,17853.2
"SSP1","Netherlands",2040,17912.8
"SSP1","Netherlands",2045,17939.4
"SSP1","Netherlands",2050,17956.7
"SSP1","Netherlands",2055,17933.2
"SSP1","Netherlands",2060,17875.7
"SSP1","Netherlands",2065,17799.8
"SSP1","Netherlands",2070,17726.1
"SSP1","Netherlands",2075,17661.2
"SSP1","Netherlands",2080,17488.5
"SSP1","Netherlands",2085,17203.2
"SSP1","Netherlands",2090,16757.5
"SSP1","Netherlands",2095,16196.9
"SSP1","Netherlands",2100,15587.3
"SSP1","New Caledonia",2020,285.6
"SSP1","New Caledonia",2025,298.9
"SSP1","New Caledonia",2030,310.3
"SSP1","New Caledonia",2035,320
"SSP1","New Caledonia",2040,328.6
"SSP1","New Caledonia",2045,336.3
"SSP1","New Caledonia",2050,342.6
"SSP1","New Caledonia",2055,347.2
"SSP1","New Caledonia",2060,350.1
"SSP1","New Caledonia",2065,351.3
"SSP1","New Caledonia",2070,351
"SSP1","New Caledonia",2075,349.6
"SSP1","New Caledonia",2080,347.4
"SSP1","New Caledonia",2085,344.1
"SSP1","New Caledonia",2090,339.9
"SSP1","New Caledonia",2095,334.7
"SSP1","New Caledonia",2100,328.5
"SSP1","New Zealand",2020,5026.5
"SSP1","New Zealand",2025,5179.7
"SSP1","New Zealand",2030,5320.3
"SSP1","New Zealand",2035,5446.3
"SSP1","New Zealand",2040,5558.7
"SSP1","New Zealand",2045,5663.6
"SSP1","New Zealand",2050,5758.5
"SSP1","New Zealand",2055,5830.8
"SSP1","New Zealand",2060,5881.4
"SSP1","New Zealand",2065,5912.3
"SSP1","New Zealand",2070,5928.6
"SSP1","New Zealand",2075,5930.9
"SSP1","New Zealand",2080,5916.3
"SSP1","New Zealand",2085,5879.1
"SSP1","New Zealand",2090,5812.7
"SSP1","New Zealand",2095,5715.1
"SSP1","New Zealand",2100,5591.2
"SSP1","Nicaragua",2020,6709.7
"SSP1","Nicaragua",2025,7114
"SSP1","Nicaragua",2030,7434.7
"SSP1","Nicaragua",2035,7684.8
"SSP1","Nicaragua",2040,7860.7
"SSP1","Nicaragua",2045,7978.6
"SSP1","Nicaragua",2050,8040.9
"SSP1","Nicaragua",2055,8050.1
"SSP1","Nicaragua",2060,8003.8
"SSP1","Nicaragua",2065,7920.1
"SSP1","Nicaragua",2070,7798.6
"SSP1","Nicaragua",2075,7646.4
"SSP1","Nicaragua",2080,7467.1
"SSP1","Nicaragua",2085,7267.2
"SSP1","Nicaragua",2090,7048.9
"SSP1","Nicaragua",2095,6815.8
"SSP1","Nicaragua",2100,6570.4
"SSP1","Niger",2020,23881.7
"SSP1","Niger",2025,28191
"SSP1","Niger",2030,32629
"SSP1","Niger",2035,37259.9
"SSP1","Niger",2040,41982.6
"SSP1","Niger",2045,46861
"SSP1","Niger",2050,51737.9
"SSP1","Niger",2055,56428
"SSP1","Niger",2060,60798.7
"SSP1","Niger",2065,64843.7
"SSP1","Niger",2070,68511.6
"SSP1","Niger",2075,71763.6
"SSP1","Niger",2080,74492.8
"SSP1","Niger",2085,76707.8
"SSP1","Niger",2090,78330.3
"SSP1","Niger",2095,79325.9
"SSP1","Niger",2100,79651.5
"SSP1","Nigeria",2020,205780.6
"SSP1","Nigeria",2025,229852.4
"SSP1","Nigeria",2030,253949.7
"SSP1","Nigeria",2035,278447.7
"SSP1","Nigeria",2040,302922.7
"SSP1","Nigeria",2045,327985.5
"SSP1","Nigeria",2050,352490.7
"SSP1","Nigeria",2055,375145.8
"SSP1","Nigeria",2060,395428.2
"SSP1","Nigeria",2065,413694
"SSP1","Nigeria",2070,429857.7
"SSP1","Nigeria",2075,443825.5
"SSP1","Nigeria",2080,455275.4
"SSP1","Nigeria",2085,463719.4
"SSP1","Nigeria",2090,469144.7
"SSP1","Nigeria",2095,471258.1
"SSP1","Nigeria",2100,470322.2
"SSP1","Norway",2020,5368
"SSP1","Norway",2025,5509
"SSP1","Norway",2030,5630.9
"SSP1","Norway",2035,5752.3
"SSP1","Norway",2040,5870.8
"SSP1","Norway",2045,5990.2
"SSP1","Norway",2050,6114.8
"SSP1","Norway",2055,6217.3
"SSP1","Norway",2060,6300.2
"SSP1","Norway",2065,6363.8
"SSP1","Norway",2070,6414.3
"SSP1","Norway",2075,6453.5
"SSP1","Norway",2080,6466.1
"SSP1","Norway",2085,6421.4
"SSP1","Norway",2090,6313.4
"SSP1","Norway",2095,6155.7
"SSP1","Norway",2100,5976.6
"SSP1","Occupied Palestinian Territory",2020,4962
"SSP1","Occupied Palestinian Territory",2025,5525.1
"SSP1","Occupied Palestinian Territory",2030,6046.6
"SSP1","Occupied Palestinian Territory",2035,6513.9
"SSP1","Occupied Palestinian Territory",2040,6920.2
"SSP1","Occupied Palestinian Territory",2045,7284
"SSP1","Occupied Palestinian Territory",2050,7597.8
"SSP1","Occupied Palestinian Territory",2055,7839.5
"SSP1","Occupied Palestinian Territory",2060,8008.4
"SSP1","Occupied Palestinian Territory",2065,8123.6
"SSP1","Occupied Palestinian Territory",2070,8193.9
"SSP1","Occupied Palestinian Territory",2075,8232.8
"SSP1","Occupied Palestinian Territory",2080,8245.5
"SSP1","Occupied Palestinian Territory",2085,8230
"SSP1","Occupied Palestinian Territory",2090,8191.4
"SSP1","Occupied Palestinian Territory",2095,8126.8
"SSP1","Occupied Palestinian Territory",2100,8041.1
"SSP1","Oman",2020,4589.1
"SSP1","Oman",2025,4971
"SSP1","Oman",2030,5303.3
"SSP1","Oman",2035,5575.3
"SSP1","Oman",2040,5804.5
"SSP1","Oman",2045,6022.2
"SSP1","Oman",2050,6219.2
"SSP1","Oman",2055,6370.8
"SSP1","Oman",2060,6457.6
"SSP1","Oman",2065,6474.3
"SSP1","Oman",2070,6423.5
"SSP1","Oman",2075,6310.7
"SSP1","Oman",2080,6147.7
"SSP1","Oman",2085,5946.7
"SSP1","Oman",2090,5730.3
"SSP1","Oman",2095,5524
"SSP1","Oman",2100,5343.1
"SSP1","Pakistan",2020,225112.9
"SSP1","Pakistan",2025,247104.4
"SSP1","Pakistan",2030,268498.6
"SSP1","Pakistan",2035,288411.7
"SSP1","Pakistan",2040,306178.2
"SSP1","Pakistan",2045,322584.8
"SSP1","Pakistan",2050,337341.5
"SSP1","Pakistan",2055,349658.2
"SSP1","Pakistan",2060,359420.5
"SSP1","Pakistan",2065,366778.6
"SSP1","Pakistan",2070,371864.9
"SSP1","Pakistan",2075,374703
"SSP1","Pakistan",2080,375332.8
"SSP1","Pakistan",2085,374046
"SSP1","Pakistan",2090,371111.1
"SSP1","Pakistan",2095,366707.1
"SSP1","Pakistan",2100,361065.2
"SSP1","Panama",2020,4265.5
"SSP1","Panama",2025,4519.9
"SSP1","Panama",2030,4742.1
"SSP1","Panama",2035,4929.4
"SSP1","Panama",2040,5074.6
"SSP1","Panama",2045,5190.2
"SSP1","Panama",2050,5267.2
"SSP1","Panama",2055,5310.8
"SSP1","Panama",2060,5324.3
"SSP1","Panama",2065,5311.8
"SSP1","Panama",2070,5276
"SSP1","Panama",2075,5217.3
"SSP1","Panama",2080,5139
"SSP1","Panama",2085,5041.4
"SSP1","Panama",2090,4926.3
"SSP1","Panama",2095,4792.6
"SSP1","Panama",2100,4638.1
"SSP1","Papua New Guinea",2020,9648.8
"SSP1","Papua New Guinea",2025,10575.5
"SSP1","Papua New Guinea",2030,11391.5
"SSP1","Papua New Guinea",2035,12108.7
"SSP1","Papua New Guinea",2040,12726.5
"SSP1","Papua New Guinea",2045,13265.8
"SSP1","Papua New Guinea",2050,13711.5
"SSP1","Papua New Guinea",2055,14042.3
"SSP1","Papua New Guinea",2060,14258.7
"SSP1","Papua New Guinea",2065,14350
"SSP1","Papua New Guinea",2070,14339.3
"SSP1","Papua New Guinea",2075,14236.3
"SSP1","Papua New Guinea",2080,14047.2
"SSP1","Papua New Guinea",2085,13767.4
"SSP1","Papua New Guinea",2090,13403.7
"SSP1","Papua New Guinea",2095,12961.4
"SSP1","Papua New Guinea",2100,12451.9
"SSP1","Paraguay",2020,6573
"SSP1","Paraguay",2025,6966.9
"SSP1","Paraguay",2030,7320
"SSP1","Paraguay",2035,7594.5
"SSP1","Paraguay",2040,7803.6
"SSP1","Paraguay",2045,7956.3
"SSP1","Paraguay",2050,8053.8
"SSP1","Paraguay",2055,8088.5
"SSP1","Paraguay",2060,8068.4
"SSP1","Paraguay",2065,8013
"SSP1","Paraguay",2070,7925
"SSP1","Paraguay",2075,7806
"SSP1","Paraguay",2080,7654.8
"SSP1","Paraguay",2085,7476.1
